brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Nissan,Leaf,2017,suv,3.2,8,0,214.0,375,2373.0,2764,4946,1937,1632,5,5,automatic,petrol,RWD,75796.0,0.568,0.0,EURO 6,272.5,11.39,26253,8.78
Volkswagen,Passat,2009,hatchback,1.24,4,1,150.0,228,1368.0,2479,4176,1786,1470,5,5,manual,petrol,RWD,221296.0,0.209,0.0,EURO 4,113.2,4.73,14174,21.12
Honda,Fit,2022,crossover,2.54,6,1,219.0,367,2075.0,2734,4530,1825,1568,5,5,cvt,hybrid,RWD,8628.0,0.563,2.09,EURO 6d,108.7,5.44,28839,18.4
Ford,Focus,2022,crossover,2.43,6,1,211.0,327,2130.0,2707,4598,1807,1599,5,5,automatic,diesel,AWD,51545.0,0.243,0.0,EURO 6d,175.7,6.66,27581,15.02
Hyundai,Ioniq,2023,suv,2.37,6,0,163.0,290,2010.0,2706,4619,1897,1631,5,5,cvt,petrol,FWD,17556.0,0.77,0.0,EURO 6d,115.3,4.82,28232,20.74
Toyota,Prius,2021,hatchback,3.48,8,0,261.0,476,1951.0,2797,4684,1855,1440,5,5,automatic,petrol,FWD,95041.0,0.35,0.0,EURO 6d,163.4,6.83,29951,14.63
Ford,Escape,2006,hatchback,3.21,8,0,264.0,465,1957.0,2728,4788,1839,1412,5,5,automatic,hybrid,RWD,344032.0,0.069,1.86,EURO 4,102.6,5.13,13115,19.5
Toyota,Camry,2020,crossover,1.73,4,1,155.0,252,1813.0,2581,4323,1737,1558,5,5,automatic,hybrid,RWD,77320.0,0.212,1.3,EURO 6,83.1,4.15,24693,24.08
Hyundai,Sonata,2019,hatchback,1.7,4,1,198.0,296,1435.0,2644,4338,1732,1478,5,5,manual,petrol,AWD,78993.0,0.46,0.0,EURO 6,143.6,6.0,29796,16.66
Mercedes,C-Class,2018,sedan,3.45,8,0,344.0,554,1950.0,2846,4754,1879,1463,4,5,automatic,hybrid,RWD,120364.0,0.383,2.21,EURO 6,111.7,5.58,33651,17.91
Honda,Accord,2024,coupe,1.83,4,1,194.0,313,1670.0,2631,4328,1788,1436,2,5,automatic,petrol,FWD,13265.0,0.258,0.0,EURO 6d,113.4,4.74,34064,21.1
Volkswagen,Tiguan,2023,sedan,2.36,6,0,209.0,336,1573.0,2705,4575,1819,1465,4,5,manual,petrol,FWD,34566.0,0.801,0.0,EURO 6d,163.3,6.83,27918,14.65
Toyota,Camry,2021,sedan,1.18,3,1,143.0,193,1414.0,2571,4224,1735,1458,4,5,automatic,petrol,FWD,89675.0,0.165,0.0,EURO 6d,124.4,5.2,24754,19.23
Toyota,Prius,2008,sedan,1.49,4,1,151.0,256,1383.0,2637,4266,1750,1457,4,5,automatic,petrol,FWD,305532.0,0.509,0.0,EURO 4,135.0,5.64,13698,17.72
BMW,X3,2009,sedan,1.34,4,1,216.0,276,1354.0,2573,4207,1735,1444,4,5,manual,diesel,RWD,283660.0,0.464,0.0,EURO 4,158.4,6.0,15414,16.66
Hyundai,Ioniq,2009,wagon,2.08,4,0,135.0,246,1850.0,2618,4439,1803,1447,5,5,automatic,petrol,FWD,214771.0,0.441,0.0,EURO 4,144.0,6.02,11200,16.61
Nissan,Sentra,2021,crossover,1.67,4,0,158.0,274,1881.0,2629,4347,1778,1573,5,5,automatic,petrol,RWD,62031.0,0.637,0.0,EURO 6d,137.0,5.73,23867,17.47
Kia,Rio,2016,sedan,1.7,4,1,173.0,302,1484.0,2616,4271,1797,1450,4,5,manual,petrol,FWD,118109.0,0.177,0.0,EURO 6,133.8,5.59,19002,17.87
Ford,Focus,2015,sedan,3.34,8,0,250.0,470,1847.0,2841,4735,1872,1438,4,5,manual,petrol,RWD,186725.0,0.539,0.0,EURO 6,161.9,6.77,20703,14.77
Ford,Fusion,2017,sedan,4.09,8,1,339.0,558,2130.0,2859,4811,1926,1440,4,5,manual,hybrid,AWD,128243.0,0.38,2.21,EURO 6,137.6,6.88,34343,14.54
Nissan,Sentra,2015,sedan,3.2,8,0,230.0,438,1864.0,2766,4741,1905,1428,4,5,automatic,diesel,FWD,120811.0,0.492,0.0,EURO 6,130.7,4.95,26248,20.19
Volkswagen,Passat,2007,sedan,2.2,6,0,183.0,302,1642.0,2656,4464,1784,1464,4,5,cvt,petrol,RWD,217009.0,0.716,0.0,EURO 4,131.7,5.51,12939,18.16
Nissan,Sentra,2016,sedan,3.68,8,0,250.0,454,2005.0,2883,4812,1889,1426,4,5,manual,petrol,FWD,145582.0,0.425,0.0,EURO 6,145.7,6.09,25471,16.42
Mercedes,GLE,2018,hatchback,2.99,6,0,293.0,451,1848.0,2769,4545,1859,1443,5,5,automatic,hybrid,AWD,186809.0,0.606,1.34,EURO 6,142.7,7.14,30577,14.01
Hyundai,Elantra,2023,sedan,3.7,8,0,231.0,403,2012.0,2820,4874,1934,1479,4,5,cvt,petrol,FWD,46399.0,0.22,0.0,EURO 6d,152.4,6.37,31198,15.69
Audi,Q3,2020,sedan,3.36,8,0,339.0,540,1991.0,2821,4725,1891,1456,4,5,manual,petrol,RWD,75777.0,0.212,0.0,EURO 6,183.7,7.68,38843,13.02
Volkswagen,Golf,2008,hatchback,,4,0,159.0,212,1478.0,2509,4205,1750,1436,5,5,automatic,petrol,FWD,140926.0,0.382,0.0,EURO 4,124.3,5.2,10018,19.25
Nissan,Leaf,2010,sedan,1.88,4,0,120.0,216,1622.0,2654,4388,1802,1445,4,5,automatic,petrol,AWD,282343.0,0.575,0.0,EURO 5,131.1,5.48,19226,18.25
Chevrolet,Equinox,2015,sedan,1.62,4,1,166.0,269,1501.0,2595,4300,1795,1478,4,5,automatic,diesel,FWD,253819.0,0.232,0.0,EURO 6,120.7,4.57,21533,21.87
Honda,CR-V,2012,coupe,3.36,8,0,263.0,427,2046.0,2829,4839,1909,1472,2,5,cvt,hybrid,FWD,128623.0,0.4,2.21,EURO 5,90.3,4.51,21679,22.16
Mercedes,GLE,2017,wagon,4.07,8,1,428.0,662,2265.0,2882,4892,1939,1456,5,5,automatic,petrol,RWD,102711.0,0.605,0.0,EURO 6,438.6,18.34,37362,5.45
BMW,5 Series,2005,crossover,2.47,6,0,252.0,402,1935.0,2695,4579,1840,1558,5,5,automatic,diesel,FWD,450000.0,0.488,0.0,EURO 4,183.4,6.95,18768,14.4
Ford,Fusion,2022,sedan,4.81,8,0,323.0,586,2144.0,2963,5042,2004,1463,4,5,manual,petrol,FWD,39661.0,0.413,0.0,EURO 6d,235.2,9.83,37027,10.17
Toyota,Camry,2019,hatchback,3.23,8,1,273.0,442,2012.0,2769,4635,1892,1487,5,5,manual,petrol,FWD,122464.0,0.523,0.0,EURO 6,166.2,6.95,28495,14.39
Chevrolet,Malibu,2016,sedan,1.25,4,0,149.0,218,1304.0,2530,4232,1778,1449,4,5,cvt,petrol,FWD,155462.0,0.681,0.0,EURO 6,110.6,4.62,19443,21.63
Audi,A4,2007,crossover,3.83,8,1,414.0,655,2296.0,2838,4865,1908,1575,5,5,manual,diesel,FWD,329135.0,0.48,0.0,EURO 4,179.1,6.78,22354,14.74
Ford,F-150,2007,hatchback,1.13,3,0,148.0,172,1238.0,2535,4148,1738,1456,5,5,dct,hybrid,FWD,275751.0,0.26,2.38,EURO 4,85.9,4.3,11410,23.28
Hyundai,Ioniq,2014,crossover,4.89,8,0,307.0,544,2458.0,3025,5184,1980,1541,5,5,manual,hybrid,RWD,123517.0,0.398,1.63,EURO 5,146.4,7.32,28467,13.66
Honda,CR-V,2018,sedan,1.96,4,1,204.0,314,1410.0,2602,4429,1805,1494,4,5,automatic,petrol,FWD,98077.0,0.243,0.0,EURO 6,122.3,5.11,21232,19.56
Audi,Q3,2016,suv,1.2,4,0,134.0,226,1948.0,2515,4379,1882,1664,5,5,cvt,petrol,AWD,140865.0,0.383,0.0,EURO 6,165.9,6.94,26738,14.42
Hyundai,Ioniq,2007,crossover,1.09,3,0,121.0,183,1750.0,2524,4192,1723,1594,5,5,automatic,petrol,AWD,304065.0,0.702,0.0,EURO 4,142.0,5.94,10848,16.84
Volkswagen,Golf,2021,hatchback,2.62,6,0,202.0,355,1701.0,2650,4540,1835,1438,5,5,manual,electric,RWD,114379.0,0.857,87.7,EURO 6d,0.4,1.96,36442,50.97
Ford,Fusion,2008,hatchback,1.54,4,1,176.0,268,1482.0,2544,4340,1756,1457,5,5,cvt,petrol,AWD,297542.0,0.685,0.0,EURO 4,134.7,5.63,11301,17.76
Volkswagen,Polo,2020,sedan,1.26,4,1,158.0,235,1388.0,2536,4167,1741,1482,4,5,manual,petrol,FWD,26022.0,0.272,0.0,EURO 6,118.6,4.96,26141,20.17
Toyota,Prius,2024,pickup,4.92,8,1,380.0,659,2880.0,3181,5486,1990,1442,4,5,automatic,diesel,RWD,16024.0,0.098,0.0,EURO 6d,217.3,8.23,39816,12.15
Honda,Fit,2015,sedan,4.4,8,1,349.0,578,2028.0,2938,4999,1923,1449,4,5,automatic,hybrid,FWD,150286.0,0.53,2.24,EURO 6,103.3,5.17,27740,19.35
Volkswagen,Golf,2008,sedan,4.33,8,0,314.0,591,2070.0,2940,5029,1922,1509,4,5,manual,petrol,RWD,204079.0,0.706,0.0,EURO 4,204.7,8.56,22648,11.69
Mercedes,GLE,2018,sedan,1.33,4,1,216.0,305,1463.0,2544,4211,1752,1475,4,5,automatic,petrol,FWD,104664.0,0.352,0.0,EURO 6,151.6,6.34,24884,15.78
Chevrolet,Equinox,2011,pickup,2.62,6,0,201.0,357,2315.0,2941,5016,1841,1406,4,5,,hybrid,FWD,450000.0,0.468,1.96,EURO 5,107.7,5.38,8792,18.58
Hyundai,Sonata,2020,crossover,1.37,4,1,130.0,202,1740.0,2567,4250,1758,1560,5,5,manual,hybrid,FWD,94025.0,0.395,1.38,EURO 6,91.4,4.57,23401,21.89
Mercedes,GLC,2018,suv,0.98,3,0,137.0,194,1660.0,2520,4278,1818,1618,5,5,cvt,diesel,FWD,99630.0,0.507,0.0,EURO 6,119.8,4.54,22538,22.03
Nissan,Rogue,2022,crossover,2.34,6,0,226.0,368,1982.0,2705,4460,1795,1552,5,5,manual,diesel,RWD,75120.0,0.111,0.0,EURO 6d,125.2,4.74,26013,21.09
Volkswagen,Golf,2011,sedan,1.55,4,0,138.0,219,1672.0,2595,4311,1790,1460,4,5,manual,diesel,FWD,319014.0,0.05,0.0,EURO 5,138.1,5.23,11898,19.11
Toyota,Prius,2024,crossover,3.19,6,0,255.0,410,2080.0,2793,4715,1857,1587,5,5,manual,petrol,FWD,19821.0,0.419,0.0,EURO 6d,138.5,5.79,34923,17.27
Nissan,Rogue,2016,suv,3.4,8,0,235.0,401,2357.0,2775,5014,1957,1652,5,5,automatic,petrol,RWD,138176.0,0.275,0.0,EURO 6,168.3,7.04,27471,14.21
Honda,Fit,2015,sedan,1.25,4,1,158.0,225,1490.0,2542,4162,1756,1463,4,5,manual,hybrid,AWD,50088.0,0.424,1.3,EURO 6,81.5,4.08,23788,24.54
Toyota,Camry,2023,pickup,1.1,3,0,158.0,217,1823.0,2780,4542,1768,1433,4,5,automatic,hybrid,FWD,39452.0,0.152,1.85,EURO 6d,86.8,4.34,29310,23.04
Toyota,Camry,2013,crossover,2.66,6,0,193.0,339,2294.0,2812,4707,1792,1570,5,5,automatic,hybrid,AWD,268619.0,0.152,1.93,EURO 5,115.6,5.78,15133,17.31
Kia,Niro,2013,sedan,2.58,6,0,189.0,308,1774.0,2753,4508,1812,1465,4,5,cvt,electric,FWD,215488.0,0.611,43.74,EURO 5,3.3,2.02,26808,49.48
Ford,Focus,2006,suv,1.38,4,0,147.0,217,1755.0,2540,4432,1815,1634,5,5,cvt,diesel,FWD,212274.0,0.771,0.0,EURO 4,128.7,4.88,11420,20.51
Hyundai,Elantra,2020,sedan,4.2,8,0,303.0,572,2073.0,2853,4877,1954,1429,4,5,automatic,electric,RWD,61990.0,0.429,54.2,EURO 6,-0.9,1.99,43505,50.19
Volkswagen,Golf,2007,sedan,1.25,4,0,148.0,218,1465.0,2606,4178,1754,1436,4,5,automatic,petrol,FWD,255194.0,0.155,0.0,EURO 4,124.3,5.2,12284,19.24
Chevrolet,Malibu,2016,suv,3.81,8,0,,516,2360.0,2849,5123,1943,1611,5,7,automatic,petrol,RWD,73774.0,0.21,0.0,EURO 6,248.7,10.4,30012,9.62
Toyota,Prius,2018,hatchback,2.18,4,0,165.0,299,1578.0,2658,4446,1828,1429,5,5,automatic,diesel,FWD,222977.0,0.598,0.0,EURO 6,,4.91,22011,20.35
Kia,Optima,2010,sedan,3.18,6,1,267.0,451,1759.0,2831,4736,1856,1480,4,5,automatic,diesel,RWD,250038.0,0.549,0.0,EURO 5,179.0,6.78,21509,14.74
Nissan,Sentra,2021,crossover,3.91,8,0,291.0,478,2617.0,2877,4890,1859,1534,5,5,manual,petrol,FWD,83095.0,0.137,0.0,EURO 6d,173.4,7.25,26857,13.8
Chevrolet,Malibu,2017,sedan,,4,0,140.0,246,1533.0,2574,4178,1774,1426,4,5,manual,diesel,FWD,154134.0,0.488,0.0,EURO 6,143.0,5.42,13336,18.46
Chevrolet,Malibu,2021,pickup,1.03,3,0,155.0,188,1834.0,2721,4656,1714,1494,4,5,automatic,petrol,FWD,39979.0,0.158,0.0,EURO 6d,127.5,5.33,23910,18.77
Toyota,Camry,2009,sedan,1.7,4,1,147.0,240,1588.0,2564,4376,1800,1459,4,5,automatic,hybrid,FWD,172631.0,0.535,1.43,EURO 4,98.0,4.9,12017,20.42
Toyota,Corolla,2015,sedan,5.61,12,0,345.0,613,2529.0,3046,5239,2022,1444,4,5,cvt,diesel,FWD,280461.0,0.157,0.0,EURO 6,190.8,7.23,30005,13.84
Ford,F-150,2015,hatchback,3.21,8,0,220.0,386,1966.0,2753,4686,1842,1446,5,5,manual,petrol,AWD,68568.0,0.405,0.0,EURO 6,169.3,7.08,22832,14.13
Nissan,Leaf,2023,sedan,3.74,8,0,288.0,475,2105.0,2861,4823,1915,1451,4,5,automatic,petrol,FWD,29363.0,0.278,0.0,EURO 6d,164.4,6.87,35713,14.55
Nissan,Rogue,2005,suv,2.01,4,0,156.0,283,1883.0,2578,4509,1885,1606,5,5,manual,petrol,FWD,450000.0,0.301,0.0,EURO 4,145.5,6.08,9429,16.44
Mercedes,GLE,2010,sedan,2.1,4,0,202.0,316,1830.0,2716,4407,1774,1475,4,5,automatic,petrol,AWD,351015.0,0.86,0.0,EURO 5,191.1,7.99,20101,12.52
Kia,Optima,2023,crossover,2.67,6,0,186.0,348,2008.0,2698,4563,1844,1532,5,5,manual,petrol,AWD,,0.269,0.0,EURO 6d,159.1,6.65,32697,15.03
Chevrolet,Malibu,2014,hatchback,2.51,6,0,207.0,354,1783.0,2713,4561,1843,1469,5,5,automatic,hybrid,FWD,241719.0,0.086,1.86,EURO 5,98.0,4.9,21664,20.42
Volkswagen,Tiguan,2021,pickup,4.3,8,0,322.0,568,2658.0,3114,5292,1897,1454,4,5,automatic,hybrid,FWD,65241.0,0.493,1.63,EURO 6d,122.6,6.13,34105,16.31
BMW,5 Series,2022,sedan,2.91,6,0,310.0,499,1842.0,2729,4673,1835,1470,4,5,automatic,petrol,FWD,55075.0,0.645,0.0,EURO 6d,166.8,6.97,33198,14.34
Toyota,Corolla,2005,sedan,1.0,3,1,157.0,225,1323.0,2525,4154,1722,1457,4,5,automatic,diesel,RWD,330169.0,0.088,0.0,EURO 4,124.4,4.71,9820,21.22
Nissan,Altima,2017,sedan,1.71,4,1,181.0,277,1413.0,2580,4333,1800,1463,4,5,automatic,hybrid,FWD,142527.0,0.425,1.58,EURO 6,96.1,4.8,17216,20.82
Toyota,RAV4,2018,crossover,2.59,6,0,184.0,282,2073.0,2696,4541,1842,1583,5,5,manual,diesel,RWD,69151.0,0.539,0.0,EURO 6,122.8,4.65,28997,21.5
Audi,Q3,2005,hatchback,1.75,4,1,227.0,323,1460.0,2649,4340,1755,1441,5,5,cvt,petrol,FWD,299862.0,0.271,0.0,EURO 4,133.6,5.58,13383,17.91
Nissan,Altima,2014,sedan,2.21,6,0,170.0,287,,2611,4479,1809,1460,4,5,automatic,petrol,FWD,229393.0,0.216,0.0,EURO 5,161.7,6.76,15598,14.79
Honda,Fit,2016,sedan,1.53,4,0,188.0,273,1368.0,2586,4233,1770,1456,4,5,manual,hybrid,FWD,198696.0,0.621,1.49,EURO 6,72.8,3.64,18159,27.48
Volkswagen,Golf,2015,hatchback,,4,0,181.0,288,1552.0,2647,4420,1818,1431,5,5,manual,hybrid,RWD,174691.0,0.315,2.21,EURO 6,80.8,4.04,17456,24.74
BMW,5 Series,2022,wagon,3.37,8,0,331.0,543,2327.0,2811,4741,1870,1472,5,5,manual,diesel,FWD,67691.0,0.706,0.0,EURO 6d,190.9,7.23,34298,13.83
Honda,CR-V,2024,suv,1.06,3,1,160.0,213,1867.0,2531,4300,1811,1630,5,7,cvt,petrol,AWD,11452.0,0.112,0.0,EURO 6d,118.9,4.97,27285,20.12
Audi,A3,2008,coupe,2.86,6,1,323.0,508,1872.0,2693,4617,1878,1468,2,5,automatic,petrol,FWD,364692.0,0.162,0.0,EURO 4,207.3,8.67,22870,11.54
Honda,Accord,2006,sedan,2.43,6,0,187.0,306,1779.0,2698,4446,1816,1443,4,5,automatic,diesel,AWD,219441.0,0.295,0.0,EURO 4,165.5,6.27,9545,15.95
Hyundai,Sonata,2019,hatchback,2.39,6,0,189.0,341,1623.0,2684,4477,1800,1407,5,5,manual,petrol,FWD,79689.0,0.558,0.0,EURO 6,126.5,5.29,28756,18.9
Ford,Escape,2014,suv,1.7,4,1,189.0,311,1866.0,2614,4562,1826,1632,5,5,automatic,diesel,RWD,243385.0,0.361,0.0,EURO 5,158.2,5.99,14416,16.69
Toyota,Prius,2017,hatchback,2.23,6,0,129.0,209,1695.0,2707,4385,1813,1427,5,5,automatic,hybrid,FWD,105770.0,0.504,1.24,EURO 6,86.3,4.31,19334,23.19
Toyota,Corolla,2019,wagon,1.93,4,1,164.0,253,1728.0,2634,4418,1783,1456,5,5,manual,petrol,RWD,99235.0,0.33,0.0,EURO 6,130.0,5.44,28981,18.39
Audi,Q3,2022,suv,2.44,6,0,254.0,409,2168.0,2751,4673,1911,1606,5,7,manual,diesel,AWD,52501.0,0.498,0.0,EURO 6d,174.5,6.61,38409,15.13
Volkswagen,Passat,2009,sedan,2.09,4,0,207.0,355,1484.0,2643,4486,1808,1427,4,5,cvt,petrol,FWD,244338.0,0.215,0.0,EURO 4,120.0,5.02,15645,19.94
Hyundai,Ioniq,2005,suv,4.97,8,0,278.0,519,2767.0,2991,5451,2050,1674,5,5,automatic,hybrid,AWD,274592.0,0.563,2.03,EURO 4,215.8,10.79,18564,9.27
Honda,Fit,2019,crossover,3.11,6,0,218.0,382,2086.0,2820,4662,1884,1527,5,5,cvt,petrol,FWD,175892.0,0.382,0.0,EURO 6,148.3,6.2,28640,16.13
Toyota,RAV4,2021,sedan,2.2,6,1,210.0,295,1501.0,2683,4447,1800,1456,4,5,automatic,diesel,FWD,123347.0,0.224,0.0,EURO 6d,129.1,4.89,25031,20.44
Honda,Accord,2009,sedan,1.55,4,0,106.0,181,1421.0,2583,4300,1777,1448,4,5,manual,diesel,FWD,310144.0,0.221,0.0,EURO 4,115.6,4.38,6548,22.83
Nissan,Altima,2019,crossover,4.22,8,0,320.0,545,2395.0,2924,5004,1937,1590,5,5,cvt,electric,FWD,73296.0,0.063,72.9,EURO 6,2.0,2.05,37944,48.85
Nissan,Rogue,2024,hatchback,1.74,4,1,138.0,260,1620.0,2591,4373,1779,1428,5,5,manual,petrol,AWD,11642.0,0.34,0.0,EURO 6d,134.6,5.63,34821,17.77
Hyundai,Tucson,2008,crossover,1.38,4,0,111.0,223,1845.0,2544,4291,1783,1561,5,5,automatic,petrol,FWD,317978.0,0.491,0.0,EURO 4,130.8,5.47,15068,18.28
Toyota,Camry,2021,sedan,1.35,4,0,93.0,179,1618.0,2569,4241,1765,1452,4,5,automatic,petrol,AWD,94646.0,0.423,0.0,EURO 6d,128.7,5.38,18328,18.59
Honda,CR-V,2021,pickup,3.17,6,1,281.0,458,2477.0,2986,5125,1857,1459,4,5,manual,petrol,RWD,52671.0,0.342,0.0,EURO 6d,187.6,7.84,29326,12.75
Hyundai,Elantra,2016,coupe,1.41,4,0,121.0,211,1603.0,2580,4245,1773,1463,2,5,automatic,petrol,FWD,85217.0,0.434,0.0,EURO 6,147.1,6.15,24900,16.26
Honda,Civic,2020,hatchback,1.45,4,0,166.0,224,1447.0,2571,4209,1754,1430,5,5,automatic,diesel,RWD,66562.0,0.391,0.0,EURO 6,119.6,4.53,22863,22.08
Volkswagen,Polo,2009,crossover,2.38,6,1,210.0,381,1952.0,2724,4448,1835,1526,5,5,automatic,petrol,FWD,278171.0,0.732,0.0,EURO 4,164.6,6.88,16925,14.53
Toyota,Corolla,2018,sedan,1.88,4,0,162.0,297,1504.0,2631,4354,1750,1449,4,5,automatic,hybrid,FWD,135812.0,0.05,1.94,EURO 6,75.3,3.76,22003,26.57
Volkswagen,Tiguan,2008,crossover,0.8,3,0,116.0,173,1684.0,2466,4080,1721,1589,5,5,automatic,diesel,FWD,192607.0,0.574,0.0,EURO 4,145.8,5.52,12020,18.11
Hyundai,Tucson,2016,suv,2.54,6,1,221.0,398,2303.0,2712,4755,1921,1646,5,5,cvt,hybrid,AWD,193784.0,0.5,2.0,EURO 6,95.1,4.76,21954,21.02
Hyundai,Ioniq,2020,sedan,1.65,4,0,161.0,242,1617.0,2563,4366,1785,1470,4,5,manual,petrol,FWD,80155.0,0.182,0.0,EURO 6,119.5,4.99,23643,20.02
Volkswagen,Golf,2009,suv,3.79,8,0,305.0,525,2573.0,2886,5088,1976,1611,5,5,manual,hybrid,AWD,273950.0,0.492,1.44,EURO 4,128.3,6.42,20410,15.59
Toyota,Camry,2009,crossover,4.12,8,0,271.0,480,2293.0,2912,4977,1914,1574,5,5,automatic,petrol,FWD,272775.0,0.592,0.0,EURO 4,192.9,8.06,17613,12.4
Volkswagen,Tiguan,2018,sedan,1.38,4,1,204.0,274,1484.0,2546,4316,1786,1465,4,5,automatic,diesel,FWD,48996.0,0.264,0.0,EURO 6,124.3,4.71,24661,21.24
Honda,Fit,2012,suv,1.87,4,1,200.0,322,1779.0,2633,4562,1830,1620,5,7,automatic,petrol,FWD,216616.0,0.261,0.0,EURO 5,151.4,6.33,13590,15.8
Kia,Rio,2021,sedan,1.21,4,0,114.0,185,1328.0,2578,4255,1746,1462,4,5,automatic,petrol,FWD,57598.0,0.438,0.0,EURO 6d,105.5,4.41,25953,22.68
BMW,5 Series,2014,coupe,1.34,4,0,190.0,302,1537.0,2574,4197,1706,1459,2,5,manual,petrol,FWD,93828.0,0.112,0.0,EURO 5,136.4,5.7,22579,17.54
Honda,Accord,2013,suv,3.16,6,1,289.0,471,2302.0,2729,4894,1943,1607,5,7,automatic,petrol,FWD,171995.0,0.409,0.0,EURO 5,185.9,7.77,19759,12.87
Ford,Fusion,2018,sedan,1.86,4,1,210.0,377,1638.0,2676,4269,1797,1441,4,5,manual,electric,FWD,130187.0,0.566,83.59,EURO 6,3.6,2.06,25780,48.44
Honda,Accord,2007,crossover,1.78,4,0,151.0,249,1780.0,2631,4342,1765,1591,5,5,manual,petrol,FWD,98795.0,0.13,0.0,EURO 4,114.0,4.77,12815,20.98
Honda,Civic,2022,sedan,1.6,4,1,180.0,323,1577.0,2614,4283,1755,1469,4,5,automatic,petrol,AWD,49043.0,0.399,0.0,EURO 6d,120.0,5.02,27243,19.93
Ford,F-150,2005,suv,1.46,4,1,171.0,247,1768.0,2592,4508,1785,1610,5,5,automatic,petrol,FWD,425389.0,0.099,0.0,EURO 4,119.1,4.98,11388,20.08
Honda,CR-V,2010,crossover,3.54,8,0,274.0,481,2460.0,2814,4839,1861,1576,5,5,manual,petrol,FWD,212579.0,0.411,0.0,EURO 5,215.1,8.99,22790,11.12
Nissan,Leaf,2009,sedan,2.29,6,0,177.0,320,1734.0,2696,4495,1774,1425,4,5,manual,petrol,FWD,252231.0,0.05,0.0,EURO 4,124.0,5.18,18126,19.29
Ford,Fusion,2009,sedan,2.09,4,0,195.0,292,1617.0,2656,4404,1805,1464,4,5,automatic,petrol,AWD,185769.0,0.494,0.0,EURO 4,153.9,6.43,19084,15.55
Toyota,Prius,2013,sedan,1.56,4,1,124.0,187,1530.0,2576,4264,1757,1473,4,5,automatic,petrol,FWD,98418.0,0.345,0.0,EURO 5,153.5,6.42,16945,15.58
Volkswagen,Golf,2015,sedan,1.3,4,1,166.0,249,1455.0,2576,4255,1731,1463,4,5,automatic,petrol,AWD,184982.0,0.361,0.0,EURO 6,136.0,5.69,18505,17.59
Volkswagen,Passat,2018,suv,2.2,6,0,153.0,258,2141.0,2698,4639,1846,1630,5,7,cvt,hybrid,RWD,151130.0,0.314,1.84,EURO 6,85.2,4.26,22518,23.47
Audi,Q3,2024,sedan,2.67,6,0,258.0,410,1884.0,2677,4605,1846,1464,4,5,dct,petrol,FWD,12389.0,0.436,0.0,EURO 6d,126.1,5.27,38311,18.97
Nissan,Altima,2013,pickup,2.68,6,0,167.0,310,2511.0,2880,4937,1868,1479,4,5,cvt,diesel,FWD,148041.0,0.315,0.0,EURO 5,152.6,5.78,21663,17.3
Honda,CR-V,2020,suv,3.23,8,1,275.0,449,2292.0,2789,4919,1917,1641,5,7,automatic,petrol,FWD,112536.0,0.759,0.0,EURO 6,173.2,7.24,30516,13.81
Honda,Fit,2008,hatchback,1.36,4,0,114.0,187,1433.0,2616,4308,1725,1435,5,5,manual,hybrid,FWD,450000.0,0.299,2.48,EURO 4,84.1,4.2,7948,23.78
BMW,X3,2012,suv,2.24,6,1,279.0,445,2076.0,2686,4684,1897,1620,5,5,manual,petrol,FWD,156532.0,0.586,0.0,EURO 5,156.6,6.55,24725,15.28
Volkswagen,Passat,2006,suv,2.94,6,0,210.0,338,2033.0,2738,4888,1959,1601,5,5,automatic,diesel,FWD,450000.0,0.509,0.0,EURO 4,144.7,5.48,9942,18.24
Honda,Fit,2009,crossover,2.83,6,1,264.0,425,2197.0,2744,4683,1873,1560,5,5,automatic,diesel,AWD,220765.0,0.298,0.0,EURO 4,241.0,9.13,18786,10.96
Ford,Fusion,2015,sedan,1.08,3,1,119.0,223,1315.0,2506,4132,1705,1448,4,5,automatic,petrol,FWD,140128.0,0.453,0.0,EURO 6,112.0,4.68,16187,21.36
Audi,Q3,2019,sedan,2.68,6,0,223.0,361,1644.0,2725,4585,1850,1427,4,5,automatic,diesel,RWD,48070.0,0.457,0.0,EURO 6,155.2,5.88,33491,17.01
Nissan,Altima,2011,sedan,4.0,8,1,334.0,525,2006.0,2900,4851,1930,1468,4,5,manual,petrol,FWD,308499.0,0.363,0.0,EURO 5,172.9,7.23,16959,13.83
Toyota,Prius,2023,crossover,3.67,8,1,296.0,493,2350.0,2824,4817,1887,1579,5,5,manual,petrol,FWD,45343.0,0.253,0.0,EURO 6d,144.1,6.02,32580,16.6
Ford,Fusion,2014,suv,1.53,4,1,185.0,266,1924.0,2576,4465,1818,1600,5,5,manual,petrol,FWD,244536.0,0.339,0.0,EURO 5,157.3,6.57,18815,15.21
Chevrolet,Cruze,2021,sedan,1.58,4,0,139.0,239,1429.0,2590,4288,1780,1413,4,5,automatic,hybrid,FWD,109348.0,0.79,1.68,EURO 6d,88.4,4.42,21120,22.63
Ford,Escape,2014,suv,0.83,3,0,98.0,143,1751.0,2522,4367,1751,1625,5,5,manual,diesel,FWD,248717.0,0.524,0.0,EURO 5,130.4,4.94,14744,20.25
